url,spotify_id
https://www.last.fm/music/Sam+Evian/_/Sleep+Easy,3BNOUOBJVZJQM9O4ddbgR2
https://www.last.fm/music/No+Age/_/Teen+Creeps,2fXAijGN2LzXyTAdjkrH6r
https://www.last.fm/music/of+Montreal/_/Suffer+For+Fashion,2i2GqYoZrshqTGhXUqM1XZ
https://www.last.fm/music/Japandroids/_/Younger+Us,01nwWPnUU6cJUe1aVReHWF
https://www.last.fm/music/King+Tuff/_/Connection,1tzezVaezbnY6NuORxHRD2
https://www.last.fm/music/My+Bloody+Valentine/_/Soft+as+Snow+(But+Warm+Inside),06kqVxin2I9UDejcTUFqIl
https://www.last.fm/music/The+Microphones/_/You%27ll+Be+in+the+Air,0DlHvs7Cgr83eEXeHr20Qx
https://www.last.fm/music/Built+to+Spill/_/Goin%27+Against+Your+Mind,1Cb7gv1JoKq3MdZUuY99a3
https://www.last.fm/music/Yuck/_/Rebirth,1B2Mi8UoRRr76vU6dnTCUd
https://www.last.fm/music/Clap+Your+Hands+Say+Yeah/_/The+Skin+of+My+Yellow+Country+Teeth,0rbMnScak0vglOGL70c0nM
https://www.last.fm/music/Parquet+Courts/_/Berlin+Got+Blurry,188acBuGnzPhlkhvR9rVfN
https://www.last.fm/music/Panda+Bear/_/Last+Night+at+the+Jetty,0Gzv3vlbnTPmXwIAozeLiJ
https://www.last.fm/music/Wavves/_/When+Will+You+Come%3F,NA
https://www.last.fm/music/DIIV/_/Out+Of+Mind,5Jl1QnoXsEsRJOOoXHApab
https://www.last.fm/music/Los+Campesinos!/_/You!+Me!+Dancing!+-+Remastered,NA
https://www.last.fm/music/My+Bloody+Valentine/_/Only+Shallow,4O1j2o3XaZQ1H8xwibgc4q
https://www.last.fm/music/Real+Estate/_/Darling,36PQh1G6h7n9VWB799fXpI
https://www.last.fm/music/Destroyer/_/Blue+Eyes,2g0V5OkcTZUwRXKPHmh2Y8
https://www.last.fm/music/The+Pains+of+Being+Pure+at+Heart/_/When+I+Dance+With+You,2GQia0YdSaFinMOz9koAXu
https://www.last.fm/music/Sleigh+Bells/_/True+Shred+Guitar,2Otog0kg568dNJf7HC60JK
https://www.last.fm/music/Galaxie+500/_/Temperature%27s+Rising,05NUqe7fcwW1q1MevRc28w
https://www.last.fm/music/The+Gun+Club/_/Bad+America,002ZZmAco1xLXhnP34q6Gr
https://www.last.fm/music/Sleater-Kinney/_/The+Future+Is+Here,5Cj4uKo0JGQsh6o63m55Yx
https://www.last.fm/music/Pavement/_/Rattled+by+the+Rush,39LWWwaL3Q5mHBi7EfUAvC
https://www.last.fm/music/Big+Black/_/The+Model,1dQcbYAstXbFgs2VUhJztM
https://www.last.fm/music/Pixies/_/Cecilia+Ann,0mjB1LNY9TS6lOXbyoARls
https://www.last.fm/music/X/_/Johny+Hit+And+Run+Paulene,NA
https://www.last.fm/music/Hole/_/Miss+World,1FGVi9mq1dKV1RVq7a19dG
https://www.last.fm/music/The+War+on+Drugs/_/Thinking+Of+A+Place,4Sd5tbNP4q8wS64abqwfkN
https://www.last.fm/music/The+War+on+Drugs/_/Nothing+To+Find,3bT26KkmTadS215IWgDR7O
https://www.last.fm/music/Kindness/_/Who+Do+You+Love%3F,0bA5BrYmqxm5CifvKcB99l
https://www.last.fm/music/Robyn/_/With+Every+Heartbeat+-+with+Kleerup,0fD8gobm6iabJZI6z3tq5S
https://www.last.fm/music/Robyn/_/Stars+4-Ever,0Xl8AMSYHLznD3JT6l52RG
https://www.last.fm/music/Mr.+Tophat/_/Trust+Me+(feat.+Robyn),6EM47FG2jJtBiThswNhNaE
https://www.last.fm/music/Robyn/_/Call+Your+Girlfriend,15hut9fX33giUAMyycwvsV
https://www.last.fm/music/Robyn/_/Dancing+On+My+Own+-+Radio+Edit,NA
https://www.last.fm/music/Robyn/_/Don%27t+Fucking+Tell+Me+What+to+Do,03YbMstiLwflxu8TCdyKlK
https://www.last.fm/music/Robyn/_/Be+Mine!,0fbc5YGuUV5NXYTmo8PIdb
https://www.last.fm/music/Wire/_/Mannequin+-+2006+Remastered+Version,3iTGXWfuazyOJBbjHXary5
https://www.last.fm/music/Pixies/_/Monkey+Gone+to+Heaven,00ZZ9XSbP0zC5gsFGkOHeL
https://www.last.fm/music/Hole/_/Dying,3Lh4csC0XF8tXRQShl8uxO
https://www.last.fm/music/Perfume+Genius/_/Alan,3TQCzciq8PfujkmzYQrx8B
https://www.last.fm/music/Jai+Paul/_/He,6ysRK6One7O5GiRVvrs0x1
https://www.last.fm/music/Jamila+Woods/_/VRY+BLK+(feat.+NoName),NA
https://www.last.fm/music/Jay+Som/_/Take+It,4PIM4BMpq3WfNQslmZTZl7
https://www.last.fm/music/Kero+Kero+Bonito/_/Cinema,697CE9FE9HU9EDjZjJLebf
https://www.last.fm/music/Blood+Orange/_/Minetta+Creek,7Kt7c9Q2B7hSyiTZvGQ37D
https://www.last.fm/music/Max+Cooper/_/Phi,66uC9vTV4aZ8SGDWo8qiGG
https://www.last.fm/music/Daphni/_/Carry+On,1B1QyU5S0rIrokfaV9Zq4a
https://www.last.fm/music/Ariel+Pink/_/Morning+After,7s0EDqKdJscqkTsc0vp5Pc
https://www.last.fm/music/LCD+Soundsystem/_/Too+Much+Love,0o0w7R5s7FT60liDBgxVFC
https://www.last.fm/music/Dark+Sky/_/Angels,4TQmCn0e9L7XTiKY4Hk8X4
https://www.last.fm/music/Four+Tet/_/Pyramid,0K1clyfZm9VPwY4Gx4qgEh
https://www.last.fm/music/Against+All+Logic/_/Know+You,NA
https://www.last.fm/music/Panda+Bear/_/Token,6YlZW3DqLZsNgvU814SbzJ
https://www.last.fm/music/Clark/_/Winter+Linn,2hinqo5HVB7qla5iMrKUFB
https://www.last.fm/music/Julia+Holter/_/Feel+You,5cvrDq3ESa2CpfG7oEiUc9
https://www.last.fm/music/Chairlift/_/I+Belong+in+Your+Arms,0aqRkWPAL9BGCvvdSiXaE9
https://www.last.fm/music/Kelpe/_/After+Gold,3Nr62FFbrwPRAAmKoLbR7a
https://www.last.fm/music/Boards+of+Canada/_/Turquoise+Hexagon+Sun,4xmce2Et7muv5rjmjBQq83
https://www.last.fm/music/Hot+Chip/_/Flutes,08pN2Clu80Oz8l9YARW9Ff
https://www.last.fm/music/Ty+Segall/_/Every+1%27s+a+Winner,NA
https://www.last.fm/music/Mr+Twin+Sister/_/Bad+Street,0tVaWjk4wr86lYq0P0lWo1
https://www.last.fm/music/Ariel+Pink/_/Death+Patrol,NA
"https://www.last.fm/music/Jay+Som/_/One+More+Time,+Please",2l9mQAKoWFqqwPLTc1qB4A
https://www.last.fm/music/Skating+Polly/_/Alabama+Movies,0lHJ9bP1Ph6FMFCF1l97Wa
https://www.last.fm/music/The+Julie+Ruin/_/Run+Fast,0t9IMCiSKAZY4GAJ8ySxWg
https://www.last.fm/music/Sleater-Kinney/_/Love,2ZjlekLZScwrFrFxQbJlj7
https://www.last.fm/music/Television/_/1880+Or+So,2vmgpyHwy4pM3VEH436ZDI
